order_month,product_key,product_number,product_name,category,subcategory,sales_line_count,order_count,units_sold,gross_sales_amount,weighted_avg_unit_price,min_unit_price,max_unit_price
2012-07-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-07-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,2,2,2,1566.0,783.0,783.0,783.0
2012-07-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,2,2,2,1566.0,783.0,783.0,783.0
2012-07-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-07-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,3,3,3,2349.0,783.0,783.0,783.0
2012-07-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,2,2,2,1566.0,783.0,783.0,783.0
2012-07-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,2,2,2,1566.0,783.0,783.0,783.0
2012-07-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,8,8,8,6264.0,783.0,783.0,783.0
2012-07-01,55,BK-R89R-44,Road-250 Red- 44,Bikes,Road Bikes,14,14,14,34202.0,2443.0,2443.0,2443.0
2012-07-01,56,BK-R89R-48,Road-250 Red- 48,Bikes,Road Bikes,14,14,14,34202.0,2443.0,2443.0,2443.0
2012-07-01,57,BK-R89R-52,Road-250 Red- 52,Bikes,Road Bikes,7,7,7,17101.0,2443.0,2443.0,2443.0
2012-07-01,137,BK-M68B-38,Mountain-200 Black- 38,Bikes,Mountain Bikes,12,12,12,24588.0,2049.0,2049.0,2049.0
2012-07-01,138,BK-M68B-42,Mountain-200 Black- 42,Bikes,Mountain Bikes,18,18,18,36882.0,2049.0,2049.0,2049.0
2012-07-01,139,BK-M68B-46,Mountain-200 Black- 46,Bikes,Mountain Bikes,21,21,21,43029.0,2049.0,2049.0,2049.0
2012-07-01,140,BK-M68S-38,Mountain-200 Silver- 38,Bikes,Mountain Bikes,18,18,18,37278.0,2071.0,2071.0,2071.0
2012-07-01,141,BK-M68S-42,Mountain-200 Silver- 42,Bikes,Mountain Bikes,13,13,13,26923.0,2071.0,2071.0,2071.0
2012-07-01,142,BK-M68S-46,Mountain-200 Silver- 46,Bikes,Mountain Bikes,13,13,13,26923.0,2071.0,2071.0,2071.0
2012-07-01,147,BK-R64Y-38,Road-550-W Yellow- 38,Bikes,Road Bikes,4,4,4,4000.0,1000.0,1000.0,1000.0
2012-07-01,148,BK-R64Y-40,Road-550-W Yellow- 40,Bikes,Road Bikes,9,9,9,9000.0,1000.0,1000.0,1000.0
2012-07-01,149,BK-R64Y-42,Road-550-W Yellow- 42,Bikes,Road Bikes,3,3,3,3000.0,1000.0,1000.0,1000.0
2012-07-01,150,BK-R64Y-44,Road-550-W Yellow- 44,Bikes,Road Bikes,6,6,6,6000.0,1000.0,1000.0,1000.0
2012-07-01,151,BK-R64Y-48,Road-550-W Yellow- 48,Bikes,Road Bikes,3,3,3,3000.0,1000.0,1000.0,1000.0
2012-07-01,156,BK-R89B-44,Road-250 Black- 44,Bikes,Road Bikes,13,13,13,28366.0,2182.0,2182.0,2182.0
2012-07-01,157,BK-R89B-48,Road-250 Black- 48,Bikes,Road Bikes,10,10,10,21820.0,2182.0,2182.0,2182.0
2012-07-01,158,BK-R89B-52,Road-250 Black- 52,Bikes,Road Bikes,8,8,8,17456.0,2182.0,2182.0,2182.0
2012-07-01,159,BK-R89B-58,Road-250 Black- 58,Bikes,Road Bikes,4,4,4,8728.0,2182.0,2182.0,2182.0
2012-07-01,160,BK-R89R-58,Road-250 Red- 58,Bikes,Road Bikes,13,13,13,28366.0,2182.0,2182.0,2182.0
2012-08-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,3,3,3,2349.0,783.0,783.0,783.0
2012-08-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,2,2,2,1566.0,783.0,783.0,783.0
2012-08-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-08-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,8,8,8,6264.0,783.0,783.0,783.0
2012-08-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-08-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-08-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,3,3,3,2349.0,783.0,783.0,783.0
2012-08-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,5,5,5,3915.0,783.0,783.0,783.0
2012-08-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-08-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-08-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,3,3,3,2349.0,783.0,783.0,783.0
2012-08-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-08-01,55,BK-R89R-44,Road-250 Red- 44,Bikes,Road Bikes,12,12,12,29316.0,2443.0,2443.0,2443.0
2012-08-01,56,BK-R89R-48,Road-250 Red- 48,Bikes,Road Bikes,19,19,19,46417.0,2443.0,2443.0,2443.0
2012-08-01,57,BK-R89R-52,Road-250 Red- 52,Bikes,Road Bikes,8,8,8,19544.0,2443.0,2443.0,2443.0
2012-08-01,137,BK-M68B-38,Mountain-200 Black- 38,Bikes,Mountain Bikes,22,22,22,45078.0,2049.0,2049.0,2049.0
2012-08-01,138,BK-M68B-42,Mountain-200 Black- 42,Bikes,Mountain Bikes,16,16,16,32784.0,2049.0,2049.0,2049.0
2012-08-01,139,BK-M68B-46,Mountain-200 Black- 46,Bikes,Mountain Bikes,23,23,23,47127.0,2049.0,2049.0,2049.0
2012-08-01,140,BK-M68S-38,Mountain-200 Silver- 38,Bikes,Mountain Bikes,17,17,17,35207.0,2071.0,2071.0,2071.0
2012-08-01,141,BK-M68S-42,Mountain-200 Silver- 42,Bikes,Mountain Bikes,16,16,16,33136.0,2071.0,2071.0,2071.0
2012-08-01,142,BK-M68S-46,Mountain-200 Silver- 46,Bikes,Mountain Bikes,20,20,20,41420.0,2071.0,2071.0,2071.0
2012-08-01,147,BK-R64Y-38,Road-550-W Yellow- 38,Bikes,Road Bikes,6,6,6,6000.0,1000.0,1000.0,1000.0
2012-08-01,148,BK-R64Y-40,Road-550-W Yellow- 40,Bikes,Road Bikes,5,5,5,5000.0,1000.0,1000.0,1000.0
2012-08-01,149,BK-R64Y-42,Road-550-W Yellow- 42,Bikes,Road Bikes,3,3,3,3000.0,1000.0,1000.0,1000.0
2012-08-01,150,BK-R64Y-44,Road-550-W Yellow- 44,Bikes,Road Bikes,10,10,10,10000.0,1000.0,1000.0,1000.0
2012-08-01,151,BK-R64Y-48,Road-550-W Yellow- 48,Bikes,Road Bikes,6,6,6,6000.0,1000.0,1000.0,1000.0
2012-08-01,156,BK-R89B-44,Road-250 Black- 44,Bikes,Road Bikes,12,12,12,26184.0,2182.0,2182.0,2182.0
2012-08-01,157,BK-R89B-48,Road-250 Black- 48,Bikes,Road Bikes,13,13,13,28366.0,2182.0,2182.0,2182.0
2012-08-01,158,BK-R89B-52,Road-250 Black- 52,Bikes,Road Bikes,11,11,11,24002.0,2182.0,2182.0,2182.0
2012-08-01,159,BK-R89B-58,Road-250 Black- 58,Bikes,Road Bikes,13,13,13,28366.0,2182.0,2182.0,2182.0
2012-08-01,160,BK-R89R-58,Road-250 Red- 58,Bikes,Road Bikes,6,6,6,13092.0,2182.0,2182.0,2182.0
2012-09-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-09-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,3,3,3,2349.0,783.0,783.0,783.0
2012-09-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,8,8,8,6264.0,783.0,783.0,783.0
2012-09-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,2,2,2,1566.0,783.0,783.0,783.0
2012-09-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,3,3,3,2349.0,783.0,783.0,783.0
2012-09-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,8,8,8,6264.0,783.0,783.0,783.0
2012-09-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,7,7,7,5481.0,783.0,783.0,783.0
2012-09-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,7,7,7,5481.0,783.0,783.0,783.0
2012-09-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,5,5,5,3915.0,783.0,783.0,783.0
2012-09-01,55,BK-R89R-44,Road-250 Red- 44,Bikes,Road Bikes,20,20,20,48860.0,2443.0,2443.0,2443.0
2012-09-01,56,BK-R89R-48,Road-250 Red- 48,Bikes,Road Bikes,6,6,6,14658.0,2443.0,2443.0,2443.0
2012-09-01,57,BK-R89R-52,Road-250 Red- 52,Bikes,Road Bikes,11,11,11,26873.0,2443.0,2443.0,2443.0
2012-09-01,137,BK-M68B-38,Mountain-200 Black- 38,Bikes,Mountain Bikes,17,17,17,34833.0,2049.0,2049.0,2049.0
2012-09-01,138,BK-M68B-42,Mountain-200 Black- 42,Bikes,Mountain Bikes,15,15,15,30735.0,2049.0,2049.0,2049.0
2012-09-01,139,BK-M68B-46,Mountain-200 Black- 46,Bikes,Mountain Bikes,20,20,20,40980.0,2049.0,2049.0,2049.0
2012-09-01,140,BK-M68S-38,Mountain-200 Silver- 38,Bikes,Mountain Bikes,18,18,18,37278.0,2071.0,2071.0,2071.0
2012-09-01,141,BK-M68S-42,Mountain-200 Silver- 42,Bikes,Mountain Bikes,11,11,11,22781.0,2071.0,2071.0,2071.0
2012-09-01,142,BK-M68S-46,Mountain-200 Silver- 46,Bikes,Mountain Bikes,24,24,24,49704.0,2071.0,2071.0,2071.0
2012-09-01,147,BK-R64Y-38,Road-550-W Yellow- 38,Bikes,Road Bikes,7,7,7,7000.0,1000.0,1000.0,1000.0
2012-09-01,148,BK-R64Y-40,Road-550-W Yellow- 40,Bikes,Road Bikes,3,3,3,3000.0,1000.0,1000.0,1000.0
2012-09-01,149,BK-R64Y-42,Road-550-W Yellow- 42,Bikes,Road Bikes,4,4,4,4000.0,1000.0,1000.0,1000.0
2012-09-01,150,BK-R64Y-44,Road-550-W Yellow- 44,Bikes,Road Bikes,7,7,7,7000.0,1000.0,1000.0,1000.0
2012-09-01,151,BK-R64Y-48,Road-550-W Yellow- 48,Bikes,Road Bikes,6,6,6,6000.0,1000.0,1000.0,1000.0
2012-09-01,156,BK-R89B-44,Road-250 Black- 44,Bikes,Road Bikes,8,8,8,17456.0,2182.0,2182.0,2182.0
2012-09-01,157,BK-R89B-48,Road-250 Black- 48,Bikes,Road Bikes,15,15,15,32730.0,2182.0,2182.0,2182.0
2012-09-01,158,BK-R89B-52,Road-250 Black- 52,Bikes,Road Bikes,11,11,11,24002.0,2182.0,2182.0,2182.0
2012-09-01,159,BK-R89B-58,Road-250 Black- 58,Bikes,Road Bikes,11,11,11,24002.0,2182.0,2182.0,2182.0
2012-09-01,160,BK-R89R-58,Road-250 Red- 58,Bikes,Road Bikes,8,8,8,17456.0,2182.0,2182.0,2182.0
2012-10-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,3,3,3,2349.0,783.0,783.0,783.0
2012-10-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,7,7,7,5481.0,783.0,783.0,783.0
2012-10-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-10-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,5,5,5,3915.0,783.0,783.0,783.0
2012-10-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-10-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-10-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,8,8,8,6264.0,783.0,783.0,783.0
2012-10-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-10-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-10-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,10,10,10,7830.0,783.0,783.0,783.0
2012-10-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-10-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,5,5,5,3915.0,783.0,783.0,783.0
2012-10-01,55,BK-R89R-44,Road-250 Red- 44,Bikes,Road Bikes,8,8,8,19544.0,2443.0,2443.0,2443.0
2012-10-01,56,BK-R89R-48,Road-250 Red- 48,Bikes,Road Bikes,10,10,10,24430.0,2443.0,2443.0,2443.0
2012-10-01,57,BK-R89R-52,Road-250 Red- 52,Bikes,Road Bikes,10,10,10,24430.0,2443.0,2443.0,2443.0
2012-10-01,137,BK-M68B-38,Mountain-200 Black- 38,Bikes,Mountain Bikes,17,17,17,34833.0,2049.0,2049.0,2049.0
2012-10-01,138,BK-M68B-42,Mountain-200 Black- 42,Bikes,Mountain Bikes,16,16,16,32784.0,2049.0,2049.0,2049.0
2012-10-01,139,BK-M68B-46,Mountain-200 Black- 46,Bikes,Mountain Bikes,19,19,19,38931.0,2049.0,2049.0,2049.0
2012-10-01,140,BK-M68S-38,Mountain-200 Silver- 38,Bikes,Mountain Bikes,18,18,18,37278.0,2071.0,2071.0,2071.0
2012-10-01,141,BK-M68S-42,Mountain-200 Silver- 42,Bikes,Mountain Bikes,22,22,22,45562.0,2071.0,2071.0,2071.0
2012-10-01,142,BK-M68S-46,Mountain-200 Silver- 46,Bikes,Mountain Bikes,27,27,27,55917.0,2071.0,2071.0,2071.0
2012-10-01,147,BK-R64Y-38,Road-550-W Yellow- 38,Bikes,Road Bikes,6,6,6,6000.0,1000.0,1000.0,1000.0
2012-10-01,148,BK-R64Y-40,Road-550-W Yellow- 40,Bikes,Road Bikes,7,7,7,7000.0,1000.0,1000.0,1000.0
2012-10-01,149,BK-R64Y-42,Road-550-W Yellow- 42,Bikes,Road Bikes,14,14,14,14000.0,1000.0,1000.0,1000.0
2012-10-01,150,BK-R64Y-44,Road-550-W Yellow- 44,Bikes,Road Bikes,7,7,7,7000.0,1000.0,1000.0,1000.0
2012-10-01,151,BK-R64Y-48,Road-550-W Yellow- 48,Bikes,Road Bikes,7,7,7,7000.0,1000.0,1000.0,1000.0
2012-10-01,156,BK-R89B-44,Road-250 Black- 44,Bikes,Road Bikes,8,8,8,17456.0,2182.0,2182.0,2182.0
2012-10-01,157,BK-R89B-48,Road-250 Black- 48,Bikes,Road Bikes,6,6,6,13092.0,2182.0,2182.0,2182.0
2012-10-01,158,BK-R89B-52,Road-250 Black- 52,Bikes,Road Bikes,18,18,18,39276.0,2182.0,2182.0,2182.0
2012-10-01,159,BK-R89B-58,Road-250 Black- 58,Bikes,Road Bikes,14,14,14,30548.0,2182.0,2182.0,2182.0
2012-10-01,160,BK-R89R-58,Road-250 Red- 58,Bikes,Road Bikes,13,13,13,28366.0,2182.0,2182.0,2182.0
2012-11-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,5,5,5,3915.0,783.0,783.0,783.0
2012-11-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,7,7,7,5481.0,783.0,783.0,783.0
2012-11-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,5,5,5,3915.0,783.0,783.0,783.0
2012-11-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,7,7,7,5481.0,783.0,783.0,783.0
2012-11-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,7,7,7,5481.0,783.0,783.0,783.0
2012-11-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-11-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-11-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-11-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-11-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,10,10,10,7830.0,783.0,783.0,783.0
2012-11-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,3,3,3,2349.0,783.0,783.0,783.0
2012-11-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,5,5,5,3915.0,783.0,783.0,783.0
2012-11-01,55,BK-R89R-44,Road-250 Red- 44,Bikes,Road Bikes,4,4,4,9772.0,2443.0,2443.0,2443.0
2012-11-01,56,BK-R89R-48,Road-250 Red- 48,Bikes,Road Bikes,13,13,13,31759.0,2443.0,2443.0,2443.0
2012-11-01,57,BK-R89R-52,Road-250 Red- 52,Bikes,Road Bikes,7,7,7,17101.0,2443.0,2443.0,2443.0
2012-11-01,137,BK-M68B-38,Mountain-200 Black- 38,Bikes,Mountain Bikes,25,25,25,51225.0,2049.0,2049.0,2049.0
2012-11-01,138,BK-M68B-42,Mountain-200 Black- 42,Bikes,Mountain Bikes,27,27,27,55323.0,2049.0,2049.0,2049.0
2012-11-01,139,BK-M68B-46,Mountain-200 Black- 46,Bikes,Mountain Bikes,21,21,21,43029.0,2049.0,2049.0,2049.0
2012-11-01,140,BK-M68S-38,Mountain-200 Silver- 38,Bikes,Mountain Bikes,15,15,15,31065.0,2071.0,2071.0,2071.0
2012-11-01,141,BK-M68S-42,Mountain-200 Silver- 42,Bikes,Mountain Bikes,21,21,21,43491.0,2071.0,2071.0,2071.0
2012-11-01,142,BK-M68S-46,Mountain-200 Silver- 46,Bikes,Mountain Bikes,18,18,18,37278.0,2071.0,2071.0,2071.0
2012-11-01,147,BK-R64Y-38,Road-550-W Yellow- 38,Bikes,Road Bikes,12,12,12,12000.0,1000.0,1000.0,1000.0
2012-11-01,148,BK-R64Y-40,Road-550-W Yellow- 40,Bikes,Road Bikes,9,9,9,9000.0,1000.0,1000.0,1000.0
2012-11-01,149,BK-R64Y-42,Road-550-W Yellow- 42,Bikes,Road Bikes,4,4,4,4000.0,1000.0,1000.0,1000.0
2012-11-01,150,BK-R64Y-44,Road-550-W Yellow- 44,Bikes,Road Bikes,15,15,15,15000.0,1000.0,1000.0,1000.0
2012-11-01,151,BK-R64Y-48,Road-550-W Yellow- 48,Bikes,Road Bikes,11,11,11,11000.0,1000.0,1000.0,1000.0
2012-11-01,156,BK-R89B-44,Road-250 Black- 44,Bikes,Road Bikes,13,13,13,28366.0,2182.0,2182.0,2182.0
2012-11-01,157,BK-R89B-48,Road-250 Black- 48,Bikes,Road Bikes,4,4,4,8728.0,2182.0,2182.0,2182.0
2012-11-01,158,BK-R89B-52,Road-250 Black- 52,Bikes,Road Bikes,10,10,10,21820.0,2182.0,2182.0,2182.0
2012-11-01,159,BK-R89B-58,Road-250 Black- 58,Bikes,Road Bikes,9,9,9,19638.0,2182.0,2182.0,2182.0
2012-11-01,160,BK-R89R-58,Road-250 Red- 58,Bikes,Road Bikes,15,15,15,32730.0,2182.0,2182.0,2182.0
2012-12-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,3,3,3,2349.0,783.0,783.0,783.0
2012-12-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,8,8,8,6264.0,783.0,783.0,783.0
2012-12-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-12-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-12-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,3,3,3,2349.0,783.0,783.0,783.0
2012-12-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,6,6,6,4698.0,783.0,783.0,783.0
2012-12-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,2,2,2,1566.0,783.0,783.0,783.0
2012-12-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,8,8,8,6264.0,783.0,783.0,783.0
2012-12-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,1,1,1,783.0,783.0,783.0,783.0
2012-12-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-12-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,2,2,2,1566.0,783.0,783.0,783.0
2012-12-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,4,4,4,3132.0,783.0,783.0,783.0
2012-12-01,55,BK-R89R-44,Road-250 Red- 44,Bikes,Road Bikes,14,14,14,34202.0,2443.0,2443.0,2443.0
2012-12-01,56,BK-R89R-48,Road-250 Red- 48,Bikes,Road Bikes,9,9,9,21987.0,2443.0,2443.0,2443.0
2012-12-01,57,BK-R89R-52,Road-250 Red- 52,Bikes,Road Bikes,7,7,7,17101.0,2443.0,2443.0,2443.0
2012-12-01,101,BC-M005,Mountain Bottle Cage,Accessories,Bottles and Cages,11,11,11,110.0,10.0,10.0,10.0
2012-12-01,102,BC-R205,Road Bottle Cage,Accessories,Bottles and Cages,9,9,9,81.0,9.0,9.0,9.0
2012-12-01,103,WB-H098,Water Bottle - 30 oz.,Accessories,Bottles and Cages,18,18,18,90.0,5.0,5.0,5.0
2012-12-01,105,ST-1401,All-Purpose Bike Stand,Accessories,Bike Stands,1,1,1,159.0,159.0,159.0,159.0
2012-12-01,107,FE-6654,Fender Set - Mountain,Accessories,Fenders,5,5,5,110.0,22.0,22.0,22.0
2012-12-01,108,HL-U509,Sport-100 Helmet- Black,Accessories,Helmets,6,6,6,210.0,35.0,35.0,35.0
2012-12-01,109,HL-U509-B,Sport-100 Helmet- Blue,Accessories,Helmets,10,10,10,350.0,35.0,35.0,35.0
2012-12-01,110,HL-U509-R,Sport-100 Helmet- Red,Accessories,Helmets,10,10,10,350.0,35.0,35.0,35.0
2012-12-01,111,HY-1023-70,Hydration Pack - 70 oz.,Accessories,Hydration Packs,2,2,2,110.0,55.0,55.0,55.0
2012-12-01,112,PK-7098,Patch Kit/8 Patches,Accessories,Tires and Tubes,4,4,4,8.0,2.0,2.0,2.0
2012-12-01,114,TI-M602,ML Mountain Tire,Accessories,Tires and Tubes,1,1,1,30.0,30.0,30.0,30.0
2012-12-01,115,TI-M823,HL Mountain Tire,Accessories,Tires and Tubes,4,4,4,140.0,35.0,35.0,35.0
2012-12-01,116,TI-R092,LL Road Tire,Accessories,Tires and Tubes,5,5,5,105.0,21.0,21.0,21.0
2012-12-01,117,TI-R628,ML Road Tire,Accessories,Tires and Tubes,2,2,2,50.0,25.0,25.0,25.0
2012-12-01,118,TI-R982,HL Road Tire,Accessories,Tires and Tubes,4,4,4,132.0,33.0,33.0,33.0
2012-12-01,119,TI-T723,Touring Tire,Accessories,Tires and Tubes,2,2,2,58.0,29.0,29.0,29.0
2012-12-01,120,TT-M928,Mountain Tire Tube,Accessories,Tires and Tubes,3,3,3,15.0,5.0,5.0,5.0
2012-12-01,121,TT-R982,Road Tire Tube,Accessories,Tires and Tubes,7,7,7,28.0,4.0,4.0,4.0
2012-12-01,122,TT-T092,Touring Tire Tube,Accessories,Tires and Tubes,2,2,2,10.0,5.0,5.0,5.0
2012-12-01,123,BK-M18B-40,Mountain-500 Black- 40,Bikes,Mountain Bikes,1,1,1,540.0,540.0,540.0,540.0
2012-12-01,130,BK-M18S-44,Mountain-500 Silver- 44,Bikes,Mountain Bikes,1,1,1,565.0,565.0,565.0,565.0
2012-12-01,134,BK-M38S-40,Mountain-400-W Silver- 40,Bikes,Mountain Bikes,1,1,1,769.0,769.0,769.0,769.0
2012-12-01,137,BK-M68B-38,Mountain-200 Black- 38,Bikes,Mountain Bikes,24,24,24,49914.0,2079.75,2049.0,2295.0
2012-12-01,138,BK-M68B-42,Mountain-200 Black- 42,Bikes,Mountain Bikes,21,21,21,44013.0,2095.8571,2049.0,2295.0
2012-12-01,139,BK-M68B-46,Mountain-200 Black- 46,Bikes,Mountain Bikes,23,23,23,48603.0,2113.1739,2049.0,2295.0
2012-12-01,140,BK-M68S-38,Mountain-200 Silver- 38,Bikes,Mountain Bikes,26,26,26,55091.0,2118.8846,2071.0,2320.0
2012-12-01,141,BK-M68S-42,Mountain-200 Silver- 42,Bikes,Mountain Bikes,22,22,22,46309.0,2104.9545,2071.0,2320.0
2012-12-01,142,BK-M68S-46,Mountain-200 Silver- 46,Bikes,Mountain Bikes,30,30,30,62877.0,2095.9,2071.0,2320.0
2012-12-01,143,BK-R19B-44,Road-750 Black- 44,Bikes,Road Bikes,3,3,3,1620.0,540.0,540.0,540.0
2012-12-01,144,BK-R19B-48,Road-750 Black- 48,Bikes,Road Bikes,2,2,2,1080.0,540.0,540.0,540.0
2012-12-01,145,BK-R19B-52,Road-750 Black- 52,Bikes,Road Bikes,4,4,4,2160.0,540.0,540.0,540.0
2012-12-01,146,BK-R19B-58,Road-750 Black- 58,Bikes,Road Bikes,2,2,2,1080.0,540.0,540.0,540.0
2012-12-01,147,BK-R64Y-38,Road-550-W Yellow- 38,Bikes,Road Bikes,11,11,11,11000.0,1000.0,1000.0,1000.0
2012-12-01,148,BK-R64Y-40,Road-550-W Yellow- 40,Bikes,Road Bikes,7,7,7,7120.0,1017.1429,1000.0,1120.0
2012-12-01,149,BK-R64Y-42,Road-550-W Yellow- 42,Bikes,Road Bikes,6,6,6,6000.0,1000.0,1000.0,1000.0
2012-12-01,150,BK-R64Y-44,Road-550-W Yellow- 44,Bikes,Road Bikes,7,7,7,7120.0,1017.1429,1000.0,1120.0
2012-12-01,151,BK-R64Y-48,Road-550-W Yellow- 48,Bikes,Road Bikes,8,8,8,8240.0,1030.0,1000.0,1120.0
2012-12-01,152,BK-R79Y-40,Road-350-W Yellow- 40,Bikes,Road Bikes,1,1,1,1701.0,1701.0,1701.0,1701.0
2012-12-01,153,BK-R79Y-42,Road-350-W Yellow- 42,Bikes,Road Bikes,3,3,3,5103.0,1701.0,1701.0,1701.0
2012-12-01,155,BK-R79Y-48,Road-350-W Yellow- 48,Bikes,Road Bikes,1,1,1,1701.0,1701.0,1701.0,1701.0
2012-12-01,156,BK-R89B-44,Road-250 Black- 44,Bikes,Road Bikes,11,11,11,24524.0,2229.4545,2182.0,2443.0
2012-12-01,157,BK-R89B-48,Road-250 Black- 48,Bikes,Road Bikes,7,7,7,15535.0,2219.2857,2182.0,2443.0
2012-12-01,158,BK-R89B-52,Road-250 Black- 52,Bikes,Road Bikes,9,9,9,20421.0,2269.0,2182.0,2443.0
2012-12-01,159,BK-R89B-58,Road-250 Black- 58,Bikes,Road Bikes,16,16,16,35434.0,2214.625,2182.0,2443.0
