order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,sls_price
SO56913,120,10209,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56913,108,10209,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56914,108,2038,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56915,118,3125,2013-04-28,2013-05-05,2013-05-10,33.0,1,33.0
SO56916,125,6745,2013-04-28,2013-05-05,2013-05-10,540.0,1,540.0
SO56916,109,6745,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56916,183,6745,2013-04-28,2013-05-05,2013-05-10,9.0,1,9.0
SO56917,160,13559,2013-04-28,2013-05-05,2013-05-10,2443.0,1,2443.0
SO56917,108,13559,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56917,183,13559,2013-04-28,2013-05-05,2013-05-10,9.0,1,9.0
SO56918,121,17867,2013-04-28,2013-05-05,2013-05-10,4.0,1,4.0
SO56918,117,17867,2013-04-28,2013-05-05,2013-05-10,25.0,1,25.0
SO56918,110,17867,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56918,192,17867,2013-04-28,2013-05-05,2013-05-10,54.0,1,54.0
SO56919,121,18178,2013-04-28,2013-05-05,2013-05-10,4.0,1,4.0
SO56919,117,18178,2013-04-28,2013-05-05,2013-05-10,25.0,1,25.0
SO56920,116,213,2013-04-28,2013-05-05,2013-05-10,21.0,1,21.0
SO56920,112,213,2013-04-28,2013-05-05,2013-05-10,2.0,1,2.0
SO56921,119,15697,2013-04-28,2013-05-05,2013-05-10,29.0,1,29.0
SO56921,122,15697,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56921,109,15697,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56922,118,13983,2013-04-28,2013-05-05,2013-05-10,33.0,1,33.0
SO56922,112,13983,2013-04-28,2013-05-05,2013-05-10,2.0,1,2.0
SO56923,101,10783,2013-04-28,2013-05-05,2013-05-10,10.0,1,10.0
SO56923,103,10783,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56923,108,10783,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56924,101,3275,2013-04-28,2013-05-05,2013-05-10,10.0,1,10.0
SO56925,196,770,2013-04-28,2013-05-05,2013-05-10,70.0,1,70.0
SO56925,183,770,2013-04-28,2013-05-05,2013-05-10,9.0,1,9.0
SO56926,197,9327,2013-04-28,2013-05-05,2013-05-10,70.0,1,70.0
SO56926,189,9327,2013-04-28,2013-05-05,2013-05-10,50.0,1,50.0
SO56926,199,9327,2013-04-28,2013-05-05,2013-05-10,9.0,1,9.0
SO56927,196,8243,2013-04-28,2013-05-05,2013-05-10,70.0,1,70.0
SO56928,120,4545,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56928,107,4545,2013-04-28,2013-05-05,2013-05-10,22.0,1,22.0
SO56928,108,4545,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56928,190,4545,2013-04-28,2013-05-05,2013-05-10,50.0,1,50.0
SO56929,120,3595,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56929,105,3595,2013-04-28,2013-05-05,2013-05-10,159.0,1,159.0
SO56930,120,8863,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56931,118,3203,2013-04-28,2013-05-05,2013-05-10,33.0,1,33.0
SO56932,107,5193,2013-04-28,2013-05-05,2013-05-10,22.0,1,22.0
SO56932,187,5193,2013-04-28,2013-05-05,2013-05-10,50.0,1,50.0
SO56933,114,6844,2013-04-28,2013-05-05,2013-05-10,30.0,1,30.0
SO56933,201,6844,2013-04-28,2013-05-05,2013-05-10,64.0,1,64.0
SO56934,103,1296,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56934,110,1296,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56935,116,14668,2013-04-28,2013-05-05,2013-05-10,21.0,1,21.0
SO56935,112,14668,2013-04-28,2013-05-05,2013-05-10,2.0,1,2.0
SO56936,122,1815,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56936,185,1815,2013-04-28,2013-05-05,2013-05-10,24.0,1,24.0
SO56937,122,6882,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56937,111,6882,2013-04-28,2013-05-05,2013-05-10,55.0,1,55.0
SO56938,115,790,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56938,112,790,2013-04-28,2013-05-05,2013-05-10,2.0,1,2.0
SO56939,115,847,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56940,133,3107,2013-04-28,2013-05-05,2013-05-10,769.0,1,769.0
SO56940,120,3107,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56940,114,3107,2013-04-28,2013-05-05,2013-05-10,30.0,1,30.0
SO56940,108,3107,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56941,169,15358,2013-04-28,2013-05-05,2013-05-10,742.0,1,742.0
SO56941,109,15358,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56942,135,6047,2013-04-28,2013-05-05,2013-05-10,769.0,1,769.0
SO56942,197,6047,2013-04-28,2013-05-05,2013-05-10,70.0,1,70.0
SO56942,188,6047,2013-04-28,2013-05-05,2013-05-10,50.0,1,50.0
SO56943,152,7769,2013-04-28,2013-05-05,2013-05-10,1701.0,1,1701.0
SO56943,110,7769,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56944,155,3131,2013-04-28,2013-05-05,2013-05-10,1701.0,1,1701.0
SO56944,121,3131,2013-04-28,2013-05-05,2013-05-10,4.0,1,4.0
SO56944,117,3131,2013-04-28,2013-05-05,2013-05-10,25.0,1,25.0
SO56944,110,3131,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56945,180,18181,2013-04-28,2013-05-05,2013-05-10,2384.0,1,2384.0
SO56945,102,18181,2013-04-28,2013-05-05,2013-05-10,9.0,1,9.0
SO56945,103,18181,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56945,191,18181,2013-04-28,2013-05-05,2013-05-10,54.0,1,54.0
SO56946,159,8103,2013-04-28,2013-05-05,2013-05-10,2443.0,1,2443.0
SO56946,106,8103,2013-04-28,2013-05-05,2013-05-10,8.0,1,8.0
SO56947,132,6516,2013-04-28,2013-05-05,2013-05-10,565.0,1,565.0
SO56948,139,1355,2013-04-28,2013-05-05,2013-05-10,2295.0,1,2295.0
SO56948,103,1355,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56948,101,1355,2013-04-28,2013-05-05,2013-05-10,10.0,1,10.0
SO56949,137,1361,2013-04-28,2013-05-05,2013-05-10,2295.0,1,2295.0
SO56950,137,1668,2013-04-28,2013-05-05,2013-05-10,2295.0,1,2295.0
SO56950,101,1668,2013-04-28,2013-05-05,2013-05-10,10.0,1,10.0
SO56950,103,1668,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56950,108,1668,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56951,165,17846,2013-04-28,2013-05-05,2013-05-10,742.0,1,742.0
SO56952,146,11075,2013-04-28,2013-05-05,2013-05-10,540.0,1,540.0
SO56952,102,11075,2013-04-28,2013-05-05,2013-05-10,9.0,1,9.0
SO56952,103,11075,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56953,143,11079,2013-04-28,2013-05-05,2013-05-10,540.0,1,540.0
SO56953,116,11079,2013-04-28,2013-05-05,2013-05-10,21.0,1,21.0
SO56953,112,11079,2013-04-28,2013-05-05,2013-05-10,2.0,1,2.0
SO56954,150,8893,2013-04-28,2013-05-05,2013-05-10,1120.0,1,1120.0
SO56954,109,8893,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56955,143,17917,2013-04-28,2013-05-05,2013-05-10,540.0,1,540.0
SO56955,103,17917,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56955,102,17917,2013-04-28,2013-05-05,2013-05-10,9.0,1,9.0
SO56955,106,17917,2013-04-28,2013-05-05,2013-05-10,8.0,1,8.0
SO56956,146,10674,2013-04-28,2013-05-05,2013-05-10,540.0,1,540.0
SO56956,103,10674,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56956,102,10674,2013-04-28,2013-05-05,2013-05-10,9.0,1,9.0
SO56956,108,10674,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56956,188,10674,2013-04-28,2013-05-05,2013-05-10,50.0,1,50.0
SO56957,145,2259,2013-04-28,2013-05-05,2013-05-10,540.0,1,540.0
SO56957,102,2259,2013-04-28,2013-05-05,2013-05-10,9.0,1,9.0
SO56957,103,2259,2013-04-28,2013-05-05,2013-05-10,5.0,1,5.0
SO56957,106,2259,2013-04-28,2013-05-05,2013-05-10,8.0,1,8.0
SO56958,175,13141,2013-04-28,2013-05-05,2013-05-10,2384.0,1,2384.0
SO56958,110,13141,2013-04-28,2013-05-05,2013-05-10,35.0,1,35.0
SO56959,148,12548,2013-04-29,2013-05-06,2013-05-11,1120.0,1,1120.0
SO56959,109,12548,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56960,140,2252,2013-04-29,2013-05-06,2013-05-11,2320.0,1,2320.0
SO56960,112,2252,2013-04-29,2013-05-06,2013-05-11,2.0,1,2.0
SO56961,137,2772,2013-04-29,2013-05-06,2013-05-11,2295.0,1,2295.0
SO56961,120,2772,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56961,115,2772,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56961,109,2772,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56961,183,2772,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO56962,117,6228,2013-04-29,2013-05-06,2013-05-11,25.0,1,25.0
SO56963,107,12571,2013-04-29,2013-05-06,2013-05-11,22.0,1,22.0
SO56964,120,16497,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56964,115,16497,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56964,112,16497,2013-04-29,2013-05-06,2013-05-11,2.0,1,2.0
SO56965,122,12097,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56965,112,12097,2013-04-29,2013-05-06,2013-05-11,2.0,1,2.0
SO56966,187,5735,2013-04-29,2013-05-06,2013-05-11,50.0,1,50.0
SO56967,110,4796,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56967,198,4796,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO56968,187,3229,2013-04-29,2013-05-06,2013-05-11,50.0,1,50.0
SO56969,158,12923,2013-04-29,2013-05-06,2013-05-11,2443.0,1,2443.0
SO56969,102,12923,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO56969,103,12923,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56969,183,12923,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO56970,121,16222,2013-04-29,2013-05-06,2013-05-11,4.0,1,4.0
SO56971,119,16238,2013-04-29,2013-05-06,2013-05-11,29.0,1,29.0
SO56972,120,6120,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56972,113,6120,2013-04-29,2013-05-06,2013-05-11,25.0,1,25.0
SO56972,110,6120,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56972,189,6120,2013-04-29,2013-05-06,2013-05-11,50.0,1,50.0
SO56973,101,10744,2013-04-29,2013-05-06,2013-05-11,10.0,1,10.0
SO56973,103,10744,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56973,108,10744,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56974,114,12390,2013-04-29,2013-05-06,2013-05-11,30.0,1,30.0
SO56974,120,12390,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56974,112,12390,2013-04-29,2013-05-06,2013-05-11,2.0,1,2.0
SO56975,103,3364,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56975,101,3364,2013-04-29,2013-05-06,2013-05-11,10.0,1,10.0
SO56976,101,9459,2013-04-29,2013-05-06,2013-05-11,10.0,1,10.0
SO56976,103,9459,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56976,108,9459,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56977,196,17036,2013-04-29,2013-05-06,2013-05-11,70.0,1,70.0
SO56978,103,8217,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56978,190,8217,2013-04-29,2013-05-06,2013-05-11,50.0,1,50.0
SO56979,103,14926,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56979,183,14926,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO56980,120,17293,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56980,107,17293,2013-04-29,2013-05-06,2013-05-11,22.0,1,22.0
SO56980,108,17293,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56981,120,5250,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56981,199,5250,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO56982,120,6487,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56982,108,6487,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56982,189,6487,2013-04-29,2013-05-06,2013-05-11,50.0,1,50.0
SO56983,120,4406,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56983,112,4406,2013-04-29,2013-05-06,2013-05-11,2.0,1,2.0
SO56983,106,4406,2013-04-29,2013-05-06,2013-05-11,8.0,1,8.0
SO56984,107,10743,2013-04-29,2013-05-06,2013-05-11,22.0,1,22.0
SO56984,183,10743,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO56985,107,4839,2013-04-29,2013-05-06,2013-05-11,22.0,1,22.0
SO56985,109,4839,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56986,197,3805,2013-04-29,2013-05-06,2013-05-11,70.0,1,70.0
SO56987,121,12758,2013-04-29,2013-05-06,2013-05-11,4.0,1,4.0
SO56987,108,12758,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56988,114,9575,2013-04-29,2013-05-06,2013-05-11,30.0,1,30.0
SO56988,199,9575,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO56989,119,1866,2013-04-29,2013-05-06,2013-05-11,29.0,1,29.0
SO56989,122,1866,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56989,112,1866,2013-04-29,2013-05-06,2013-05-11,2.0,1,2.0
SO56990,119,2786,2013-04-29,2013-05-06,2013-05-11,29.0,1,29.0
SO56990,122,2786,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56990,102,2786,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO56990,103,2786,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56990,108,2786,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56991,122,14666,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56992,115,1108,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56993,115,933,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56993,120,933,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO56993,112,933,2013-04-29,2013-05-06,2013-05-11,2.0,1,2.0
SO56994,183,1228,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO56994,108,1228,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO56995,123,2068,2013-04-29,2013-05-06,2013-05-11,540.0,1,540.0
SO56995,107,2068,2013-04-29,2013-05-06,2013-05-11,22.0,1,22.0
SO56995,193,2068,2013-04-29,2013-05-06,2013-05-11,54.0,1,54.0
SO56996,158,11904,2013-04-29,2013-05-06,2013-05-11,2443.0,1,2443.0
SO56996,118,11904,2013-04-29,2013-05-06,2013-05-11,33.0,1,33.0
SO56997,139,697,2013-04-29,2013-05-06,2013-05-11,2295.0,1,2295.0
SO56998,141,2191,2013-04-29,2013-05-06,2013-05-11,2320.0,1,2320.0
SO56999,163,3834,2013-04-29,2013-05-06,2013-05-11,742.0,1,742.0
SO56999,119,3834,2013-04-29,2013-05-06,2013-05-11,29.0,1,29.0
SO57000,145,16341,2013-04-29,2013-05-06,2013-05-11,540.0,1,540.0
SO57000,116,16341,2013-04-29,2013-05-06,2013-05-11,21.0,1,21.0
SO57000,121,16341,2013-04-29,2013-05-06,2013-05-11,4.0,1,4.0
SO57000,112,16341,2013-04-29,2013-05-06,2013-05-11,2.0,1,2.0
SO57001,143,16300,2013-04-29,2013-05-06,2013-05-11,540.0,1,540.0
SO57002,176,18296,2013-04-29,2013-05-06,2013-05-11,2384.0,1,2384.0
SO57003,177,17958,2013-04-29,2013-05-06,2013-05-11,2384.0,1,2384.0
SO57003,108,17958,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO57004,141,148,2013-04-29,2013-05-06,2013-05-11,2320.0,1,2320.0
SO57004,107,148,2013-04-29,2013-05-06,2013-05-11,22.0,1,22.0
SO57004,110,148,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO57005,171,14380,2013-04-29,2013-05-06,2013-05-11,1215.0,1,1215.0
SO57006,183,14050,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO57006,179,14050,2013-04-29,2013-05-06,2013-05-11,2384.0,1,2384.0
SO57007,151,8745,2013-04-29,2013-05-06,2013-05-11,1120.0,1,1120.0
SO57007,189,8745,2013-04-29,2013-05-06,2013-05-11,50.0,1,50.0
SO57007,183,8745,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO57008,148,8868,2013-04-29,2013-05-06,2013-05-11,1120.0,1,1120.0
SO57008,109,8868,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO57009,146,11542,2013-04-29,2013-05-06,2013-05-11,540.0,1,540.0
SO57009,102,11542,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO57009,103,11542,2013-04-29,2013-05-06,2013-05-11,5.0,1,5.0
SO57009,108,11542,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO57010,146,2260,2013-04-29,2013-05-06,2013-05-11,540.0,1,540.0
SO57010,116,2260,2013-04-29,2013-05-06,2013-05-11,21.0,1,21.0
SO57010,121,2260,2013-04-29,2013-05-06,2013-05-11,4.0,1,4.0
SO57010,109,2260,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO57010,183,2260,2013-04-29,2013-05-06,2013-05-11,9.0,1,9.0
SO57010,187,2260,2013-04-29,2013-05-06,2013-05-11,50.0,1,50.0
SO57011,179,1638,2013-04-29,2013-05-06,2013-05-11,2384.0,1,2384.0
SO57011,109,1638,2013-04-29,2013-05-06,2013-05-11,35.0,1,35.0
SO57191,150,12573,2013-04-30,2013-05-07,2013-05-12,1120.0,1,1120.0
SO57191,193,12573,2013-04-30,2013-05-07,2013-05-12,54.0,1,54.0
SO57192,121,184,2013-04-30,2013-05-07,2013-05-12,4.0,1,4.0
SO57192,112,184,2013-04-30,2013-05-07,2013-05-12,2.0,1,2.0
SO57193,107,5339,2013-04-30,2013-05-07,2013-05-12,22.0,1,22.0
SO57193,110,5339,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57193,191,5339,2013-04-30,2013-05-07,2013-05-12,54.0,1,54.0
SO57194,185,17718,2013-04-30,2013-05-07,2013-05-12,24.0,1,24.0
SO57194,103,17718,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57195,195,15763,2013-04-30,2013-05-07,2013-05-12,70.0,1,70.0
SO57195,202,15763,2013-04-30,2013-05-07,2013-05-12,64.0,1,64.0
SO57196,119,8611,2013-04-30,2013-05-07,2013-05-12,29.0,1,29.0
SO57196,122,8611,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57196,110,8611,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57197,103,69,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57197,102,69,2013-04-30,2013-05-07,2013-05-12,9.0,1,9.0
SO57197,184,69,2013-04-30,2013-05-07,2013-05-12,24.0,1,24.0
SO57198,193,201,2013-04-30,2013-05-07,2013-05-12,54.0,1,54.0
SO57199,183,620,2013-04-30,2013-05-07,2013-05-12,9.0,1,9.0
SO57200,121,18074,2013-04-30,2013-05-07,2013-05-12,4.0,1,4.0
SO57200,110,18074,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57201,187,841,2013-04-30,2013-05-07,2013-05-12,50.0,1,50.0
SO57202,112,332,2013-04-30,2013-05-07,2013-05-12,2.0,1,2.0
SO57203,113,9107,2013-04-30,2013-05-07,2013-05-12,25.0,1,25.0
SO57204,113,15681,2013-04-30,2013-05-07,2013-05-12,25.0,1,25.0
SO57204,120,15681,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57204,112,15681,2013-04-30,2013-05-07,2013-05-12,2.0,1,2.0
SO57205,121,2702,2013-04-30,2013-05-07,2013-05-12,4.0,1,4.0
SO57205,118,2702,2013-04-30,2013-05-07,2013-05-12,33.0,1,33.0
SO57206,120,1971,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57206,114,1971,2013-04-30,2013-05-07,2013-05-12,30.0,1,30.0
SO57206,107,1971,2013-04-30,2013-05-07,2013-05-12,22.0,1,22.0
SO57207,101,4377,2013-04-30,2013-05-07,2013-05-12,10.0,1,10.0
SO57207,103,4377,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57208,101,10754,2013-04-30,2013-05-07,2013-05-12,10.0,1,10.0
SO57208,201,10754,2013-04-30,2013-05-07,2013-05-12,64.0,1,64.0
SO57208,103,10754,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57209,101,5951,2013-04-30,2013-05-07,2013-05-12,10.0,1,10.0
SO57209,103,5951,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57209,183,5951,2013-04-30,2013-05-07,2013-05-12,9.0,1,9.0
SO57210,101,9531,2013-04-30,2013-05-07,2013-05-12,10.0,1,10.0
SO57210,103,9531,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57210,110,9531,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57210,192,9531,2013-04-30,2013-05-07,2013-05-12,54.0,1,54.0
SO57211,196,16402,2013-04-30,2013-05-07,2013-05-12,70.0,1,70.0
SO57212,103,16023,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57213,103,15174,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57214,120,10692,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57214,109,10692,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57215,120,3920,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57215,112,3920,2013-04-30,2013-05-07,2013-05-12,2.0,1,2.0
SO57216,120,15700,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57216,108,15700,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57216,186,15700,2013-04-30,2013-05-07,2013-05-12,24.0,1,24.0
SO57217,113,5305,2013-04-30,2013-05-07,2013-05-12,25.0,1,25.0
SO57217,185,5305,2013-04-30,2013-05-07,2013-05-12,24.0,1,24.0
SO57218,117,8924,2013-04-30,2013-05-07,2013-05-12,25.0,1,25.0
SO57219,121,12966,2013-04-30,2013-05-07,2013-05-12,4.0,1,4.0
SO57219,109,12966,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57220,119,12746,2013-04-30,2013-05-07,2013-05-12,29.0,1,29.0
SO57220,122,12746,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57220,112,12746,2013-04-30,2013-05-07,2013-05-12,2.0,1,2.0
SO57220,106,12746,2013-04-30,2013-05-07,2013-05-12,8.0,1,8.0
SO57221,119,18437,2013-04-30,2013-05-07,2013-05-12,29.0,1,29.0
SO57222,115,15,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57222,120,15,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57222,108,15,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57222,185,15,2013-04-30,2013-05-07,2013-05-12,24.0,1,24.0
SO57223,107,3091,2013-04-30,2013-05-07,2013-05-12,22.0,1,22.0
SO57223,202,3091,2013-04-30,2013-05-07,2013-05-12,64.0,1,64.0
SO57224,107,2188,2013-04-30,2013-05-07,2013-05-12,22.0,1,22.0
SO57224,106,2188,2013-04-30,2013-05-07,2013-05-12,8.0,1,8.0
SO57225,160,9383,2013-04-30,2013-05-07,2013-05-12,2443.0,1,2443.0
SO57225,118,9383,2013-04-30,2013-05-07,2013-05-12,33.0,1,33.0
SO57225,121,9383,2013-04-30,2013-05-07,2013-05-12,4.0,1,4.0
SO57225,112,9383,2013-04-30,2013-05-07,2013-05-12,2.0,1,2.0
SO57226,125,8163,2013-04-30,2013-05-07,2013-05-12,540.0,1,540.0
SO57226,103,8163,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57226,183,8163,2013-04-30,2013-05-07,2013-05-12,9.0,1,9.0
SO57226,101,8163,2013-04-30,2013-05-07,2013-05-12,10.0,1,10.0
SO57227,142,3119,2013-04-30,2013-05-07,2013-05-12,2320.0,1,2320.0
SO57227,112,3119,2013-04-30,2013-05-07,2013-05-12,2.0,1,2.0
SO57228,141,774,2013-04-30,2013-05-07,2013-05-12,2320.0,1,2320.0
SO57228,107,774,2013-04-30,2013-05-07,2013-05-12,22.0,1,22.0
SO57228,201,774,2013-04-30,2013-05-07,2013-05-12,64.0,1,64.0
SO57229,154,8564,2013-04-30,2013-05-07,2013-05-12,1701.0,1,1701.0
SO57229,193,8564,2013-04-30,2013-05-07,2013-05-12,54.0,1,54.0
SO57230,146,11175,2013-04-30,2013-05-07,2013-05-12,540.0,1,540.0
SO57230,184,11175,2013-04-30,2013-05-07,2013-05-12,24.0,1,24.0
SO57231,143,10002,2013-04-30,2013-05-07,2013-05-12,540.0,1,540.0
SO57231,110,10002,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57232,145,10362,2013-04-30,2013-05-07,2013-05-12,540.0,1,540.0
SO57232,102,10362,2013-04-30,2013-05-07,2013-05-12,9.0,1,9.0
SO57232,103,10362,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57233,157,8788,2013-04-30,2013-05-07,2013-05-12,2443.0,1,2443.0
SO57233,118,8788,2013-04-30,2013-05-07,2013-05-12,33.0,1,33.0
SO57234,160,8790,2013-04-30,2013-05-07,2013-05-12,2443.0,1,2443.0
SO57234,118,8790,2013-04-30,2013-05-07,2013-05-12,33.0,1,33.0
SO57234,121,8790,2013-04-30,2013-05-07,2013-05-12,4.0,1,4.0
SO57235,167,17872,2013-04-30,2013-05-07,2013-05-12,742.0,1,742.0
SO57235,109,17872,2013-04-30,2013-05-07,2013-05-12,35.0,1,35.0
SO57235,183,17872,2013-04-30,2013-05-07,2013-05-12,9.0,1,9.0
SO57235,188,17872,2013-04-30,2013-05-07,2013-05-12,50.0,1,50.0
SO57236,181,13355,2013-04-30,2013-05-07,2013-05-12,2384.0,1,2384.0
SO57236,119,13355,2013-04-30,2013-05-07,2013-05-12,29.0,1,29.0
SO57236,122,13355,2013-04-30,2013-05-07,2013-05-12,5.0,1,5.0
SO57237,145,11900,2013-04-30,2013-05-07,2013-05-12,540.0,1,540.0
SO57237,116,11900,2013-04-30,2013-05-07,2013-05-12,21.0,1,21.0
